year,geo_name,geo,age,age_moe,age_rank
2015,Johnson County,05000US17087,43.2,0.7,940
2015,Fayette County,05000US01057,43.2,0.8,940
2016,Dickey County,05000US38021,43.2,1,974
2016,Genesee County,05000US36037,43.2,0.2,974
2014,Polk County,05000US48373,43.2,0.5,901
2013,Chickasaw County,05000US19037,43.2,0.7,854
2015,Anderson County,05000US47001,43.2,0.3,940
2014,Owen County,05000US18119,43.2,0.5,901
2014,Redwood County,05000US27127,43.2,0.4,901
2015,Fayette County,05000US54019,43.2,0.3,940
2016,Currituck County,05000US37053,43.2,0.6,974
2013,Dent County,05000US29065,43.2,0.8,854
2014,Carter County,05000US47019,43.2,0.4,901
2016,Montour County,05000US42093,43.2,0.5,974
2013,Beaverhead County,05000US30001,43.2,0.9,854
2013,Greene County,05000US47059,43.2,0.4,854
2015,Randolph County,05000US54083,43.2,0.5,940
2013,Sanilac County,05000US26151,43.2,0.3,854
2015,Mineral County,05000US54057,43.2,0.5,940
2014,Kanabec County,05000US27065,43.2,0.6,901
2015,Jones County,05000US19105,43.2,0.5,940
2014,"Mahoning County, OH",05000US39099,43.2,0.2,901
2013,Polk County,05000US48373,43.2,0.5,854
2015,"Columbiana County, OH",05000US39029,43.2,0.2,940
2015,Washington County,05000US50023,43.2,0.3,940
2013,Warren County,05000US18171,43.2,0.6,854
2014,"Fayette County, GA",05000US13113,43.2,0.2,901
2015,Monroe County,05000US19135,43.2,0.5,940
2013,"Mahoning County, OH",05000US39099,43.1,0.3,874
2014,Los Alamos County,05000US35028,43.1,0.7,920
2014,Stewart County,05000US47161,43.1,0.9,920
2015,Delaware County,05000US19055,43.1,0.4,964
2014,Anderson County,05000US47001,43.1,0.3,920
2013,Jones County,05000US19105,43.1,0.5,874
2015,Fayette County,05000US19065,43.1,0.4,964
2014,Jasper County,05000US17079,43.1,0.5,920
2016,Monroe County,05000US47123,43.1,0.7,994
2015,McDowell County,05000US37111,43.1,0.5,964
2015,"Ontario County, NY",05000US36069,43.1,0.2,964
2015,Wyoming County,05000US42131,43.1,0.4,964
2014,Refugio County,05000US48391,43.1,1,920
2014,Montezuma County,05000US08083,43.1,0.4,920
2014,Renville County,05000US38075,43.1,3.3,920
2016,Jefferson Davis County,05000US28065,43.1,1.4,994
2013,Harrison County,05000US19085,43.1,0.6,874
2014,Tazewell County,05000US51185,43.1,0.5,920
2014,Amherst County,05000US51009,43.1,0.5,920
2014,Ford County,05000US17053,43.1,0.6,920
2013,Iron County,05000US29093,43.1,0.5,874
2013,Walton County,05000US12131,43.1,0.7,874
2014,Crook County,05000US56011,43.1,1.5,920
2014,Polk County,05000US47139,43.1,0.5,920
2016,Dent County,05000US29065,43.1,0.6,994
2016,Baraga County,05000US26013,43.1,1.5,994
2016,"Warren County, NJ",05000US34041,43.1,0.2,994
2014,Harris County,05000US13145,43.1,0.5,920
2014,Pawnee County,05000US20145,43.1,1.3,920
2014,Glades County,05000US12043,43.1,1.6,920
2016,Taylor County,05000US54091,43.1,0.8,994
2013,Galax city,05000US51640,43.1,5,874
2014,Henry County,05000US01067,43.1,0.6,920
2015,Iron County,05000US29093,43.1,0.5,964
2016,Carson City County,05000US32510,43.1,0.4,994
2015,"Ulster County, NY",05000US36111,43.1,0.2,964
2013,"Mercer County, PA",05000US42085,43.1,0.2,874
2016,Wabaunsee County,05000US20197,43.1,1,994
2014,Chippewa County,05000US27023,43.1,0.7,920
2016,Todd County,05000US27153,43.1,0.3,994
2015,Wayne County,05000US36117,43.1,0.3,964
2013,Chenango County,05000US36017,43.1,0.3,874
2016,"Blair County, PA",05000US42013,43.1,0.3,994
2013,Wood County,05000US55141,43.1,0.2,874
2016,Lewis County,05000US53041,43.1,0.3,994
2014,Ohio County,05000US54069,43.1,0.4,920
2014,Barnes County,05000US38003,43.1,0.8,920
2014,"Rockingham County, NH",05000US33015,43.1,0.2,920
2013,Jefferson County,05000US42065,43.1,0.3,874
2015,Bollinger County,05000US29017,43.1,1,964
2015,Marion County,05000US47115,43.1,0.5,964
2013,Jefferson County,05000US20087,43.1,0.5,874
2016,Osceola County,05000US26133,43.1,0.4,994
2013,Pawnee County,05000US20145,43.1,1.1,874
2016,Fayette County,05000US19065,43.1,0.6,994
2013,"Trumbull County, OH",05000US39155,43.1,0.2,874
2016,Clarendon County,05000US45027,43.1,0.4,994
2014,Queen Anne's County,05000US24035,43.1,0.4,920
2015,Jefferson Davis County,05000US28065,43.1,0.9,964
2014,Abbeville County,05000US45001,43.1,0.6,920
2015,Perry County,05000US05105,43.1,1.3,964
2015,Polk County,05000US05113,43.1,0.8,964
2016,Crook County,05000US56011,43.1,1.4,994
2013,Clark County,05000US17023,43.1,0.5,874
2015,Pawnee County,05000US20145,43.1,2.1,964
2013,Crow Wing County,05000US27035,43.1,0.3,874
2015,Taylor County,05000US55119,43.1,0.3,964
2015,Dickens County,05000US48125,43.1,3.6,964
2013,Davie County,05000US37059,43.1,0.4,874
2014,Fayette County,05000US47047,43.1,0.4,920
2014,Rockingham County,05000US37157,43.1,0.3,920
2016,Chippewa County,05000US27023,43.1,0.8,994
2016,McDowell County,05000US37111,43.1,0.5,994
2015,Caledonia County,05000US50005,43.1,0.3,964
2016,Union County,05000US18161,43.1,0.9,994
2013,Park County,05000US56029,43.1,0.6,874
2015,Marshall County,05000US40095,43.1,0.6,964
2014,Jones County,05000US19105,43.1,0.6,920
2016,Lajas Municipio,05000US72079,43.1,1.3,994
2016,Clay County,05000US17025,43.1,0.8,994
2016,Chambers County,05000US01017,43.1,0.3,994
2016,Clark County,05000US17023,43.1,0.9,994
2016,Hart County,05000US13147,43.1,0.8,994
2013,Dorchester County,05000US24019,43.1,0.5,874
2015,Crawford County,05000US18025,43.1,0.8,964
2016,Randolph County,05000US54083,43.1,0.6,994
2013,Live Oak County,05000US48297,43.1,0.6,874
2014,Avery County,05000US37011,43.1,0.7,920
2015,Tazewell County,05000US51185,43.1,0.4,964
2016,Wyoming County,05000US54109,43.1,0.6,994
2014,Merrick County,05000US31121,43.1,0.9,920
2014,Yellow Medicine County,05000US27173,43.1,0.7,920
2014,Chambers County,05000US01017,43.1,0.4,920
2013,Fairfield County,05000US45039,43.1,0.6,874
2015,Harris County,05000US13145,43.1,0.6,964
2015,New Kent County,05000US51127,43.1,0.8,964
2013,Brown County,05000US27015,43.1,0.4,874
2013,Richland County,05000US17159,43.1,0.6,874
2016,"Adams County, PA",05000US42001,43.1,0.2,994
2013,Polk County,05000US47139,43.1,0.6,874
2013,Cass County,05000US26027,43.1,0.4,874
2013,Montgomery County,05000US29139,43.1,0.4,874
2013,Scott County,05000US20171,43.1,2.5,874
2014,Tipton County,05000US18159,43,0.8,949
2015,Henry County,05000US01067,43,0.6,986
2013,Dallas County,05000US05039,43,1.3,900
2016,Vermillion County,05000US18165,43,0.5,1020
2014,Loving County,05000US48301,43,13.5,949
2015,"Bucks County, PA",05000US42017,43,0.1,986
2013,Tioga County,05000US36107,43,0.4,900
2015,Hyde County,05000US37095,43,3.8,986
2015,Juniata County,05000US42067,43,0.4,986
2016,Okanogan County,05000US53047,43,0.3,1020
2016,Hamilton County,05000US19079,43,0.9,1020
2015,Tioga County,05000US42117,43,0.3,986
2016,Grays Harbor County,05000US53027,43,0.3,1020
2016,Macoupin County,05000US17117,43,0.3,1020
2016,Covington city,05000US51580,43,2.1,1020
2015,"Horry County, SC",05000US45051,43,0.2,986
2016,Lane County,05000US20101,43,3.9,1020
2013,Bureau County,05000US17011,43,0.3,900
2016,Hamilton County,05000US17065,43,0.6,1020
2016,Stafford County,05000US20185,43,1.3,1020
2014,Gulf County,05000US12045,43,1.4,949
2016,Fulton County,05000US21075,43,0.8,1020
2016,Greenup County,05000US21089,43,0.5,1020
2016,Mercer County,05000US21167,43,0.6,1020
2013,Harrison County,05000US29081,43,0.5,900
2014,Hancock County,05000US13141,43,0.7,949
2014,Barry County,05000US29009,43,1,949
2013,Taylor County,05000US54091,43,0.5,900
2013,Roane County,05000US54087,43,0.4,900
2015,Dallas County,05000US29059,43,0.7,986
2015,Campbell County,05000US47013,43,0.4,986
2014,Perry County,05000US47135,43,0.9,949
2015,Yellow Medicine County,05000US27173,43,0.5,986
2015,Todd County,05000US27153,43,0.4,986
2016,Addison County,05000US50001,43,0.3,1020
2016,Fillmore County,05000US27045,43,0.3,1020
2013,Washington County,05000US39167,43,0.3,900
2013,Wilkin County,05000US27167,43,0.6,900
2015,Goodhue County,05000US27049,43,0.4,986
2015,Fillmore County,05000US27045,43,0.3,986
2014,Lewis County,05000US47101,43,1,949
2015,Chippewa County,05000US27023,43,0.7,986
2016,Wadena County,05000US27159,43,1,1020
2016,Yellow Medicine County,05000US27173,43,0.5,1020
2015,Missaukee County,05000US26113,43,0.4,986
2014,Giles County,05000US51071,43,0.9,949
2016,Choctaw County,05000US28019,43,0.7,1020
2014,Hamilton County,05000US17065,43,0.6,949
2013,Kanabec County,05000US27065,43,0.7,900
2016,Tyler County,05000US48457,43,0.7,1020
2015,Monroe County,05000US47123,43,0.7,986
2014,Piatt County,05000US17147,43,0.5,949
2014,Craig County,05000US40035,43,0.7,949
2013,Major County,05000US40093,43,0.7,900
2015,Tensas Parish,05000US22107,43,1.6,986
2015,Owsley County,05000US21189,43,3.1,986
2015,Crittenden County,05000US21055,43,1,986
2014,Grainger County,05000US47057,43,0.5,949
2016,Grand County,05000US08049,43,0.7,1020
2014,Fayette County,05000US19065,43,0.4,949
2014,Franklin County,05000US19069,43,1.4,949
2013,Clearfield County,05000US42033,43,0.3,900
2016,Cass County,05000US48067,43,0.3,1020
2014,Bledsoe County,05000US47007,43,0.8,949
2015,Harper County,05000US20077,43,1.3,986
2016,Burleson County,05000US48051,43,0.7,1020
2015,Mason County,05000US54053,43,0.6,986
2015,Tama County,05000US19171,43,0.5,986
2013,Henderson County,05000US48213,43,0.4,900
2013,"Kent County, RI",05000US44003,43,0.2,900
2016,Fulton County,05000US36035,43,0.4,1020
2015,Shackelford County,05000US48417,43,1.4,986
2015,Newton County,05000US18111,43,0.6,986
2016,Grundy County,05000US47061,43,0.8,1020
2015,Taylor County,05000US54091,43,0.6,986
2016,Tallapoosa County,05000US01123,43,0.4,1020
2013,Fentress County,05000US47049,43,0.6,900
2013,San Saba County,05000US48411,43,1.4,900
2016,"Blount County, TN",05000US47009,43,0.4,1020
2015,Blaine County,05000US16013,43,0.7,986
2016,Bledsoe County,05000US47007,43,0.8,1020
2016,"Waukesha County, WI",05000US55133,43,0.1,1020
2015,Niobrara County,05000US56027,43,5.4,986
2016,Surry County,05000US37171,43,0.3,1020
2016,Yadkin County,05000US37197,43,0.5,1020
2013,White County,05000US13311,43,0.9,900
2016,"Luzerne County, PA",05000US42079,43,0.1,1020
2014,Fillmore County,05000US27045,43,0.3,949
2014,Hormigueros Municipio,05000US72067,43,0.5,949
2013,Owen County,05000US18119,43,0.4,900
2015,Chambers County,05000US01017,43,0.5,986
2016,"Butler County, PA",05000US42019,43,0.2,1020
2015,Kiowa County,05000US40075,43,0.8,986
2014,Haines Borough,05000US02100,43,2.6,949
2016,Edmonson County,05000US21061,42.9,1.1,1051
2014,Rutherford County,05000US37161,42.9,0.3,967
2013,Fayette County,05000US54019,42.9,0.4,917
2016,Brown County,05000US20013,42.9,0.6,1051
2014,Marion County,05000US47115,42.9,0.6,967
2014,Gloucester County,05000US51073,42.9,0.5,967
2013,New Kent County,05000US51127,42.9,0.8,917
2015,Randolph County,05000US05121,42.9,1,1014
2013,Merrick County,05000US31121,42.9,1,917
2016,"Jackson County, OR",05000US41029,42.9,0.2,1051
2015,Piute County,05000US49031,42.9,5.3,1014
2015,"Luzerne County, PA",05000US42079,42.9,0.2,1014
2016,Giles County,05000US47055,42.9,0.5,1051
2013,Pondera County,05000US30073,42.9,0.4,917
2013,"St. Lucie County, FL",05000US12111,42.9,0.3,917
2014,Madison County,05000US29123,42.9,1.8,967
2016,Randolph County,05000US05121,42.9,0.8,1051
2016,Macon County,05000US29121,42.9,0.4,1051
2013,Shelby County,05000US29205,42.9,0.9,917
2013,Van Zandt County,05000US48467,42.9,0.6,917
2015,Greensville County,05000US51081,42.9,1,1014
2013,Burleson County,05000US48051,42.9,0.8,917
2016,Jackson County,05000US54035,42.9,0.4,1051
2015,Donley County,05000US48129,42.9,1.3,1014
2016,Carroll County,05000US47017,42.9,0.5,1051
2015,Eastland County,05000US48133,42.9,1,1014
2014,Palo Alto County,05000US19147,42.9,0.4,967
2014,Tishomingo County,05000US28141,42.9,0.6,967
2016,Ballard County,05000US21007,42.9,0.7,1051
2014,Washington County,05000US17189,42.9,0.5,967
2014,Tuscola County,05000US26157,42.9,0.3,967
2013,Hart County,05000US13147,42.9,0.5,917
2016,Wheatland County,05000US30107,42.9,6,1051
2016,Covington County,05000US01039,42.9,0.4,1051
2013,Piatt County,05000US17147,42.9,0.5,917
2014,Owsley County,05000US21189,42.9,2.6,967
2014,"Luzerne County, PA",05000US42079,42.9,0.1,967
2013,Dunn County,05000US38025,42.9,2.1,917
2015,Greenup County,05000US21089,42.9,0.5,1014
2014,"Ontario County, NY",05000US36069,42.9,0.3,967
2015,Lee County,05000US19111,42.9,0.4,1014
2016,"St. Clair County, MI",05000US26147,42.9,0.3,1051
2015,Russell County,05000US21207,42.9,1.1,1014
2014,Metcalfe County,05000US21169,42.9,1.1,967
2013,Lamar County,05000US01075,42.9,0.7,917
2016,Logan County,05000US54045,42.9,0.4,1051
2015,Vermillion County,05000US18165,42.9,0.5,1014
2015,Iowa County,05000US55049,42.9,0.4,1014
2014,"Ulster County, NY",05000US36111,42.9,0.2,967
2015,Macon County,05000US29121,42.9,0.6,1014
2013,Clay County,05000US05021,42.9,0.4,917
2014,Kiowa County,05000US40075,42.9,1.1,967
2016,Madison County,05000US29123,42.9,0.9,1051
2016,Crawford County,05000US39033,42.9,0.4,1051
2015,Palo Alto County,05000US19147,42.9,0.8,1014
2015,Montour County,05000US42093,42.9,0.6,1014
2016,Lincoln County,05000US47103,42.9,0.6,1051
2013,Aurora County,05000US46003,42.9,2.9,917
2015,Hamilton County,05000US31081,42.9,0.7,1014
2015,Jasper County,05000US17079,42.9,0.5,1014
2016,McMinn County,05000US47107,42.9,0.4,1051
2015,Washington County,05000US36115,42.9,0.3,1014
2016,"Niagara County, NY",05000US36063,42.9,0.3,1051
2016,McNairy County,05000US47109,42.9,0.7,1051
2014,Gates County,05000US37073,42.9,0.7,967
2015,Goshen County,05000US56015,42.9,0.6,1014
2014,Washington County,05000US50023,42.9,0.3,967
2016,Blaine County,05000US16013,42.9,0.9,1051
2013,Linn County,05000US29115,42.9,0.5,917
2014,Powhatan County,05000US51145,42.9,0.6,967
2013,Montezuma County,05000US08083,42.9,0.5,917
2013,Bledsoe County,05000US47007,42.9,0.5,917
2015,Columbia County,05000US41009,42.9,0.4,1014
2013,Hamilton County,05000US31081,42.9,0.6,917
2013,Palo Alto County,05000US19147,42.9,0.5,917
2015,Yadkin County,05000US37197,42.9,0.4,1014
2013,Pine County,05000US27115,42.9,0.3,917
2013,Wilkes County,05000US37193,42.9,0.3,917
2014,"Lake County, OH",05000US39085,42.9,0.2,967
2016,Iowa County,05000US55049,42.9,0.3,1051
2013,Mifflin County,05000US42087,42.9,0.3,917
2015,Burke County,05000US37023,42.9,0.3,1014
2013,Pike County,05000US18125,42.9,0.6,917
2014,McCook County,05000US46087,42.9,0.7,967
2015,Herkimer County,05000US36043,42.9,0.3,1014
2016,"Kanawha County, WV",05000US54039,42.9,0.3,1051
2016,"St. Johns County, FL",05000US12109,42.9,0.3,1051
2014,Newton County,05000US18111,42.9,0.6,967
2015,Bon Homme County,05000US46009,42.9,1.3,1014
2016,Lincoln County,05000US54043,42.9,0.6,1051
2014,Montgomery County,05000US29139,42.9,0.5,967
2015,Giles County,05000US47055,42.9,0.5,1014
2016,Johnson County,05000US17087,42.9,0.6,1051
2015,Lincoln County,05000US47103,42.9,0.6,1014
2014,Union County,05000US45087,42.9,0.6,967
2016,Morris County,05000US48343,42.9,1.3,1051
2014,Lincoln County,05000US47103,42.9,0.5,967
2014,Bollinger County,05000US29017,42.9,1,967
2014,McCulloch County,05000US48307,42.9,2.5,967
2016,Bladen County,05000US37017,42.9,0.4,1051
2015,Bledsoe County,05000US47007,42.9,0.8,1014
2013,Amelia County,05000US51007,42.9,1.2,917
2016,Harding County,05000US46063,42.9,6.4,1051
2016,Newton County,05000US18111,42.9,0.6,1051
2014,Choctaw County,05000US28019,42.8,0.7,992
2016,Logan County,05000US05083,42.8,0.9,1080
2013,Boundary County,05000US16021,42.8,0.9,941
2013,Amherst County,05000US51009,42.8,0.5,941
2016,Whiteside County,05000US17195,42.8,0.3,1080
2014,Herkimer County,05000US36043,42.8,0.4,992
2013,Schoharie County,05000US36095,42.8,0.3,941
2014,Beaverhead County,05000US30001,42.8,0.9,992
2013,Goshen County,05000US56015,42.8,0.7,941
2016,Meigs County,05000US39105,42.8,0.4,1080
2013,Abbeville County,05000US45001,42.8,0.5,941
2015,Ballard County,05000US21007,42.8,0.9,1040
2015,Linn County,05000US29115,42.8,0.5,1040
2016,Monroe County,05000US13207,42.8,0.5,1080
2016,Jasper County,05000US17079,42.8,0.5,1080
2015,Logan County,05000US05083,42.8,1,1040
2016,Ouachita County,05000US05103,42.8,0.6,1080
2014,Shackelford County,05000US48417,42.8,2.3,992
2014,Fayette County,05000US54019,42.8,0.4,992
2014,"Washington County, RI",05000US44009,42.8,0.3,992
2016,"Ocean County, NJ",05000US34029,42.8,0.2,1080
2014,Johnson County,05000US17087,42.8,0.7,992
2013,Fulton County,05000US21075,42.8,1,941
2015,"Waukesha County, WI",05000US55133,42.8,0.2,1040
2016,Spencer County,05000US18147,42.8,0.4,1080
2016,Dawson County,05000US13085,42.8,0.8,1080
2014,Lapeer County,05000US26087,42.8,0.2,992
2015,Tallapoosa County,05000US01123,42.8,0.4,1040
2013,Archer County,05000US48009,42.8,0.6,941
2016,Mills County,05000US19129,42.8,1,1080
2015,Fulton County,05000US36035,42.8,0.4,1040
2013,Massac County,05000US17127,42.8,0.8,941
2013,Washakie County,05000US56043,42.8,1.5,941
2014,Blackford County,05000US18009,42.8,0.6,992
2013,Lee County,05000US19111,42.8,0.6,941
2015,Wyoming County,05000US54109,42.8,0.6,1040
2013,Quitman County,05000US13239,42.8,4.5,941
2016,Jackson County,05000US01071,42.8,0.5,1080
2014,Taylor County,05000US55119,42.8,0.3,992
2015,Caldwell County,05000US37027,42.8,0.4,1040
2016,Forest County,05000US42053,42.8,3.2,1080
2013,Callahan County,05000US48059,42.8,0.8,941
2015,"Adams County, PA",05000US42001,42.8,0.2,1040
2015,Clay County,05000US17025,42.8,0.5,1040
2016,Person County,05000US37145,42.8,0.4,1080
2015,De Witt County,05000US17039,42.8,0.7,1040
2015,"Ocean County, NJ",05000US34029,42.8,0.2,1040
2015,"Putnam County, NY",05000US36079,42.8,0.3,1040
2014,Goshen County,05000US56015,42.8,0.5,992
2013,Dickey County,05000US38021,42.8,1.4,941
2015,Randolph County,05000US01111,42.8,0.5,1040
2015,"St. Clair County, MI",05000US26147,42.8,0.2,1040
2015,Clarendon County,05000US45027,42.8,0.4,1040
2015,Lee County,05000US51105,42.8,0.9,1040
2016,Randolph County,05000US01111,42.8,0.5,1080
2015,Cottonwood County,05000US27033,42.8,0.6,1040
2013,Cedar County,05000US19031,42.8,0.6,941
2016,Washington County,05000US17189,42.8,0.3,1080
2013,Pickens County,05000US13227,42.8,0.7,941
2016,Refugio County,05000US48391,42.8,1.1,1080
2016,Winnebago County,05000US19189,42.8,0.6,1080
2016,Sully County,05000US46119,42.8,4.7,1080
2013,Queen Anne's County,05000US24035,42.8,0.4,941
2014,Richland County,05000US17159,42.8,0.4,992
2016,Aleutians East Borough,05000US02013,42.8,2.1,1080
2016,Carroll County,05000US29033,42.8,0.5,1080
2014,Hamilton County,05000US31081,42.8,0.7,992
2013,Choctaw County,05000US28019,42.8,0.8,941
2016,Harris County,05000US13145,42.8,0.5,1080
2014,Kane County,05000US49025,42.8,1.8,992
2015,Addison County,05000US50001,42.8,0.3,1040
2015,Fulton County,05000US21075,42.8,0.7,1040
2014,"Sussex County, NJ",05000US34037,42.8,0.2,992
2014,Wayne County,05000US17191,42.8,0.6,992
2015,Lewis County,05000US53041,42.8,0.3,1040
2014,Monroe County,05000US19135,42.8,0.8,992
2015,Treutlen County,05000US13283,42.8,3.1,1040
2016,Lee County,05000US21129,42.8,0.8,1080
2013,Chippewa County,05000US27023,42.8,0.7,941
2014,"Ocean County, NJ",05000US34029,42.8,0.2,992
2016,Dickens County,05000US48125,42.8,2.7,1080
2015,"Jackson County, OR",05000US41029,42.8,0.3,1040
2014,Fulton County,05000US42057,42.8,0.2,992
2016,Washington County,05000US08121,42.8,1.2,1080
2015,Tyler County,05000US48457,42.8,0.9,1040
2013,Ste. Genevieve County,05000US29186,42.8,0.7,941
2015,McCook County,05000US46087,42.8,0.9,1040
2015,Choctaw County,05000US28019,42.8,0.6,1040
2016,Linn County,05000US29115,42.8,0.6,1080
2014,McDowell County,05000US37111,42.8,0.5,992
2013,Stewart County,05000US47161,42.8,0.4,941
2016,Caldwell County,05000US29025,42.8,0.9,1080
2015,Tishomingo County,05000US28141,42.8,0.5,1040
2014,Hawkins County,05000US47073,42.8,0.4,992
2016,Goshen County,05000US56015,42.8,0.7,1080
2013,Fillmore County,05000US27045,42.8,0.3,941
2015,Vieques Municipio,05000US72147,42.8,1,1040
2013,Carter County,05000US47019,42.8,0.4,941
2013,Pleasants County,05000US54073,42.8,0.8,941
2014,Carroll County,05000US47017,42.8,0.5,992
2016,Wilkinson County,05000US13319,42.8,1.4,1080
2015,Franklin County,05000US19069,42.8,1.1,1040
2015,"Beaufort County, SC",05000US45013,42.8,0.3,1040
2015,Barnes County,05000US38003,42.8,0.9,1040
2015,"Kanawha County, WV",05000US54039,42.8,0.2,1040
2016,Alpine County,05000US06003,42.8,5.8,1080
2014,"Columbiana County, OH",05000US39029,42.8,0.2,992
2013,"Luzerne County, PA",05000US42079,42.8,0.1,941
2016,Appomattox County,05000US51011,42.8,0.5,1080
2013,Montrose County,05000US08085,42.8,0.7,941
2015,"Blair County, PA",05000US42013,42.8,0.3,1040
2016,Campbell County,05000US51031,42.8,0.4,1080
2016,Pender County,05000US37141,42.7,0.5,1111
2014,Dickey County,05000US38021,42.7,1.1,1015
2014,Marshall County,05000US46091,42.7,0.7,1015
2016,Martinsville city,05000US51690,42.7,0.7,1111
2016,Ramsey County,05000US38071,42.7,0.8,1111
2015,Genesee County,05000US36037,42.7,0.3,1073
2016,Huntingdon County,05000US42061,42.7,0.2,1111
2015,"St. Johns County, FL",05000US12109,42.7,0.2,1073
2013,Fayette County,05000US47047,42.7,0.5,966
2013,Orange County,05000US51137,42.7,0.6,966
2014,"Waukesha County, WI",05000US55133,42.7,0.1,1015
2014,Linn County,05000US29115,42.7,0.5,1015
2014,"Jackson County, OR",05000US41029,42.7,0.2,1015
2014,Niobrara County,05000US56027,42.7,4.7,1015
2016,Beaverhead County,05000US30001,42.7,1,1111
2015,Grays Harbor County,05000US53027,42.7,0.4,1073
2014,Jefferson County,05000US19101,42.7,0.7,1015
2014,Monroe County,05000US47123,42.7,0.9,1015
2013,Calhoun County,05000US05013,42.7,1.6,966
2014,Tioga County,05000US42117,42.7,0.2,1015
2015,Ouachita County,05000US05103,42.7,0.7,1073
2014,Wyoming County,05000US42131,42.7,0.5,1015
2016,Newaygo County,05000US26123,42.7,0.3,1111
2016,Wayne County,05000US17191,42.7,0.5,1111
2016,Patillas Municipio,05000US72109,42.7,0.9,1111
2013,Owsley County,05000US21189,42.7,2.6,966
2013,"Fayette County, GA",05000US13113,42.7,0.3,966
2013,Metcalfe County,05000US21169,42.7,0.8,966
2015,Surry County,05000US37171,42.7,0.3,1073
2013,Tishomingo County,05000US28141,42.7,0.6,966
2015,Monroe County,05000US21171,42.7,0.8,1073
2016,"Merrimack County, NH",05000US33013,42.7,0.2,1111
2014,Osage County,05000US20139,42.7,0.4,1015
2016,"Bay County, MI",05000US26017,42.7,0.3,1111
2013,Hancock County,05000US13141,42.7,0.6,966
2013,Clearwater County,05000US27029,42.7,0.4,966
2015,"Butler County, PA",05000US42019,42.7,0.2,1073
2014,Clay County,05000US54015,42.7,0.5,1015
2016,Taylor County,05000US13269,42.7,0.8,1111
2014,Grundy County,05000US47061,42.7,0.8,1015
2013,Franklin County,05000US12037,42.7,1.2,966
2015,McMinn County,05000US47107,42.7,0.5,1073
2014,Todd County,05000US27153,42.7,0.4,1015
2014,Crawford County,05000US13079,42.7,1.3,1015
2014,Greenup County,05000US21089,42.7,0.7,1015
2016,Pointe Coupee Parish,05000US22077,42.7,0.5,1111
2013,Eastland County,05000US48133,42.7,1.1,966
2014,Spencer County,05000US18147,42.7,0.5,1015
2013,"Lake County, OH",05000US39085,42.7,0.2,966
2016,"Hocking County, OH",05000US39073,42.7,0.5,1111
2014,Menard County,05000US17129,42.7,1,1015
2015,Refugio County,05000US48391,42.7,0.9,1073
2016,Jefferson County,05000US47089,42.7,0.4,1111
2016,Monroe County,05000US21171,42.7,1.1,1111
2015,Spencer County,05000US18147,42.7,0.4,1073
2014,Mercer County,05000US21167,42.7,0.4,1015
2016,Posey County,05000US18129,42.7,0.4,1111
2016,Martin County,05000US18101,42.7,0.9,1111
2014,Caledonia County,05000US50005,42.7,0.5,1015
2013,Newton County,05000US18111,42.7,0.6,966
2013,Giles County,05000US47055,42.7,0.6,966
2015,Whiteside County,05000US17195,42.7,0.3,1073
2014,Clay County,05000US17025,42.7,0.5,1015
2015,Wabash County,05000US17185,42.7,0.9,1073
2015,Estill County,05000US21065,42.7,0.5,1073
2013,Tyler County,05000US48457,42.7,0.7,966
2016,Estill County,05000US21065,42.7,0.4,1111
2014,Dallas County,05000US29059,42.7,0.9,1015
2014,Mason County,05000US54053,42.7,0.5,1015
2013,Marion County,05000US47115,42.7,0.5,966
2013,Union County,05000US45087,42.7,0.5,966
2013,Wallace County,05000US20199,42.7,2.8,966
2013,Pipestone County,05000US27117,42.7,0.6,966
2015,Ford County,05000US17053,42.7,1,1073
2014,Washington County,05000US36115,42.7,0.3,1015
2014,Wayne County,05000US36117,42.7,0.4,1015
2013,Gem County,05000US16045,42.7,0.7,966
2016,Wayne County,05000US54099,42.7,0.5,1111
2016,Tishomingo County,05000US28141,42.7,0.6,1111
2016,Osage County,05000US20139,42.7,0.5,1111
2013,Osage County,05000US20139,42.7,0.3,966
2014,Mineral County,05000US54057,42.7,0.4,1015
2013,Henry County,05000US01067,42.7,0.5,966
2013,"Rockingham County, NH",05000US33015,42.7,0.2,966
2013,Hawkins County,05000US47073,42.7,0.3,966
2013,Tipton County,05000US18159,42.7,0.7,966
2013,McCook County,05000US46087,42.7,0.8,966
2016,Haskell County,05000US48207,42.7,1.3,1111
2016,Lee County,05000US17103,42.7,0.7,1111
2015,"Bay County, MI",05000US26017,42.6,0.3,1087
2016,Wabash County,05000US17185,42.6,0.8,1134
2014,Lamar County,05000US01075,42.6,0.6,1041
2015,Osage County,05000US20139,42.6,0.4,1087
2015,Macoupin County,05000US17117,42.6,0.4,1087
2014,Shelby County,05000US29205,42.6,1.1,1041
2015,Grundy County,05000US47061,42.6,0.9,1087
2014,Ouachita County,05000US05103,42.6,0.5,1041
2016,Menard County,05000US17129,42.6,0.7,1134
2016,Orleans County,05000US36073,42.6,0.5,1134
2014,Perry County,05000US05105,42.6,0.8,1041
2013,Franklin County,05000US48159,42.6,1,992
2013,Clay County,05000US19041,42.6,0.8,992
2013,Pointe Coupee Parish,05000US22077,42.6,0.4,992
2016,Casey County,05000US21045,42.6,0.6,1134
2016,Crawford County,05000US42039,42.6,0.2,1134
2013,Martin County,05000US18101,42.6,0.8,992
