year,geo_name,geo,age,age_moe,age_rank
2016,"Sumter County, FL",05000US12119,66,0.2,1
2015,"Sumter County, FL",05000US12119,65.3,0.1,1
2014,"Sumter County, FL",05000US12119,64.5,0.2,1
2013,"Sumter County, FL",05000US12119,63.8,0.2,1
2014,Mineral County,05000US08079,61.2,2.4,2
2016,Mineral County,05000US08079,61.2,2.4,2
2015,Mineral County,05000US08079,60.9,2.8,2
2013,Mineral County,05000US08079,60.8,2.8,2
2016,Highland County,05000US51091,59.8,1.6,3
2016,Hooker County,05000US31091,59.5,3.4,4
2016,Wheeler County,05000US41069,59.2,1.8,5
2015,Highland County,05000US51091,59,2.6,3
2014,Highland County,05000US51091,58.6,2.8,3
2016,Loving County,05000US48301,58.2,4,6
2013,Highland County,05000US51091,58.2,3.1,3
2016,Catron County,05000US35003,58.1,3.9,7
2016,Harding County,05000US35021,58,1.6,8
2015,Hooker County,05000US31091,57.9,3.5,4
2016,"Charlotte County, FL",05000US12015,57.7,0.2,9
2014,Hinsdale County,05000US08053,57.5,3.6,4
2016,Alcona County,05000US26001,57.4,0.4,10
2014,Custer County,05000US08027,57.4,2.8,5
2015,"Charlotte County, FL",05000US12015,57.3,0.2,5
2014,Hooker County,05000US31091,57.2,4.2,6
2013,Catron County,05000US35003,57.2,2.1,4
2015,Catron County,05000US35003,57.1,3.4,6
2014,"Charlotte County, FL",05000US12015,56.9,0.3,7
2015,Harding County,05000US35021,56.9,1.4,7
2016,Custer County,05000US08027,56.8,3,11
2014,Catron County,05000US35003,56.8,2.7,8
2014,Harding County,05000US35021,56.7,1.6,9
2013,"Charlotte County, FL",05000US12015,56.7,0.2,5
2015,Alcona County,05000US26001,56.6,0.3,8
2016,Ontonagon County,05000US26131,56.6,0.4,12
2013,Hinsdale County,05000US08053,56.5,3.6,6
2015,Wheeler County,05000US41069,56.5,2.7,9
2016,Kalawao County,05000US15005,56.5,8.6,13
2016,Llano County,05000US48299,56.4,0.6,14
2016,Lancaster County,05000US51103,56.4,0.6,14
2016,Hinsdale County,05000US08053,56.4,4.5,14
2015,Custer County,05000US08027,56.4,3,10
2014,Alcona County,05000US26001,56.3,0.4,10
2015,Llano County,05000US48299,56.3,0.5,11
2016,Jefferson County,05000US53031,56.2,0.6,17
2016,Sierra County,05000US35051,56,0.8,18
2013,Alcona County,05000US26001,55.8,0.2,7
2016,"Citrus County, FL",05000US12017,55.7,0.2,19
2015,Sierra County,05000US35051,55.6,0.6,12
2015,Ontonagon County,05000US26131,55.6,0.2,12
2015,Lancaster County,05000US51103,55.6,0.4,12
2015,Jefferson County,05000US53031,55.6,0.3,12
2014,Llano County,05000US48299,55.6,0.5,11
2013,Llano County,05000US48299,55.5,0.3,8
2016,Real County,05000US48385,55.5,3,20
2014,Sierra County,05000US35051,55.5,0.6,12
2013,Wheeler County,05000US41069,55.5,1.9,8
2013,Harding County,05000US35021,55.5,1.8,8
2016,Northumberland County,05000US51133,55.5,0.2,20
2015,"Citrus County, FL",05000US12017,55.4,0.1,16
2013,Prairie County,05000US30079,55.4,2.1,11
2013,Sierra County,05000US35051,55.4,0.4,11
2014,Lancaster County,05000US51103,55.3,0.3,13
2015,Loving County,05000US48301,55.3,18.5,17
2016,Sierra County,05000US06091,55.2,1.5,22
2015,Hinsdale County,05000US08053,55.2,3.6,18
2016,La Paz County,05000US04012,55.1,0.2,23
2016,Curry County,05000US41015,55.1,0.4,23
2016,Keweenaw County,05000US26083,55.1,0.4,23
2015,Northumberland County,05000US51133,55.1,0.1,19
2016,San Juan County,05000US53055,55.1,0.1,23
2014,"Citrus County, FL",05000US12017,55,0.1,14
2016,Montmorency County,05000US26119,55,0.1,27
2014,Jefferson County,05000US53031,55,0.2,14
2014,Wheeler County,05000US41069,54.9,2.7,16
2016,Roscommon County,05000US26143,54.9,0.2,28
2014,Ontonagon County,05000US26131,54.8,0.2,17
2013,Jeff Davis County,05000US48243,54.8,5.6,13
2015,La Paz County,05000US04012,54.8,0.2,20
2014,Northumberland County,05000US51133,54.7,0.2,18
2015,Storey County,05000US32029,54.7,1.5,21
2014,Jeff Davis County,05000US48243,54.7,6,18
2013,"Citrus County, FL",05000US12017,54.6,0.1,14
2015,Montmorency County,05000US26119,54.6,0.3,22
2016,Golden Valley County,05000US30037,54.6,3.5,29
2015,Curry County,05000US41015,54.6,0.4,22
2014,La Paz County,05000US04012,54.6,0.2,20
2013,Custer County,05000US08027,54.6,3.5,14
2013,Lancaster County,05000US51103,54.5,0.3,16
2016,Huerfano County,05000US08055,54.5,0.3,30
2015,Sierra County,05000US06091,54.5,1.1,24
2016,"Sarasota County, FL",05000US12115,54.5,0.1,30
2015,Keweenaw County,05000US26083,54.5,0.5,24
2016,Kimble County,05000US48267,54.5,1.8,30
2014,Wrangell City and Borough,05000US02275,54.4,3.1,21
2013,Storey County,05000US32029,54.4,3.3,17
2015,Roscommon County,05000US26143,54.4,0.3,26
2015,San Juan County,05000US53055,54.4,0.2,26
2016,Storey County,05000US32029,54.4,2.8,33
2013,Jefferson County,05000US53031,54.3,0.3,18
2013,Griggs County,05000US38039,54.3,1.9,18
2014,Storey County,05000US32029,54.2,3.2,22
2016,Hickory County,05000US29085,54.2,0.5,34
2014,Roscommon County,05000US26143,54.2,0.2,22
2013,Golden Valley County,05000US30037,54.2,4,20
2014,Curry County,05000US41015,54.1,0.4,24
2015,Real County,05000US48385,54.1,4.7,28
2015,"Sarasota County, FL",05000US12115,54,0.2,29
2013,Northumberland County,05000US51133,54,0.5,21
2016,Presque Isle County,05000US26141,53.9,0.2,35
2014,Montmorency County,05000US26119,53.9,0.6,25
2013,Curry County,05000US41015,53.8,0.4,22
2013,Kalawao County,05000US15005,53.8,10.7,22
2014,Real County,05000US48385,53.8,4.8,26
2013,Roscommon County,05000US26143,53.8,0.2,22
2014,San Juan County,05000US53055,53.8,0.2,26
2013,La Paz County,05000US04012,53.8,0.5,22
2014,Prairie County,05000US30079,53.7,4.2,28
2015,Granite County,05000US30039,53.7,1.3,30
2013,Ontonagon County,05000US26131,53.6,0.2,26
2015,Grant County,05000US38037,53.6,1.5,31
2013,Sheridan County,05000US38083,53.6,1.5,26
2016,Aitkin County,05000US27001,53.6,0.2,36
2016,Grant County,05000US38037,53.6,1.8,36
2014,Hickory County,05000US29085,53.6,0.6,29
2016,Union County,05000US13291,53.6,0.5,36
2016,Hamilton County,05000US36041,53.5,0.4,39
2016,Granite County,05000US30039,53.5,1,39
2014,Sierra County,05000US06091,53.5,2,30
2016,Iron County,05000US26071,53.5,0.3,39
2015,Hickory County,05000US29085,53.5,0.6,32
2016,Potter County,05000US46107,53.5,1.8,39
2015,Huerfano County,05000US08055,53.5,0.7,32
2014,"Sarasota County, FL",05000US12115,53.5,0.2,30
2015,McIntosh County,05000US38051,53.4,1,34
2013,Keya Paha County,05000US31103,53.3,2.5,28
2016,Leelanau County,05000US26089,53.3,0.2,43
2014,Granite County,05000US30039,53.3,0.8,32
2013,Hickory County,05000US29085,53.3,0.6,28
2013,Wrangell City and Borough,05000US02275,53.3,3.3,28
2016,Ouray County,05000US08091,53.3,1.8,43
2013,San Juan County,05000US53055,53.3,0.2,28
2015,Iron County,05000US26071,53.3,0.3,35
2015,Union County,05000US13291,53.3,0.7,35
2014,Sheridan County,05000US38083,53.2,2.4,33
2016,Iron County,05000US55051,53.2,0.4,45
2015,Presque Isle County,05000US26141,53.2,0.3,37
2016,Custer County,05000US46033,53.2,0.4,45
2014,Keweenaw County,05000US26083,53.2,0.8,33
2016,Jones County,05000US46075,53.1,4.2,47
2015,Jeff Davis County,05000US48243,53.1,3.9,38
2013,Garden County,05000US31069,53.1,2.5,32
2013,"Sarasota County, FL",05000US12115,53.1,0.2,32
2014,Daggett County,05000US49009,53.1,6.3,35
2016,Wahkiakum County,05000US53069,53.1,1.3,47
2016,Middlesex County,05000US51119,53.1,0.5,47
2015,Aitkin County,05000US27001,53.1,0.2,38
2015,Golden Valley County,05000US30037,53.1,3.6,38
2016,Boise County,05000US16015,53.1,0.6,47
2016,Towns County,05000US13281,53,0.8,51
2013,Granite County,05000US30039,53,1.6,34
2016,Vilas County,05000US55125,52.9,0.2,52
2013,Divide County,05000US38023,52.9,1.9,35
2014,Iron County,05000US26071,52.9,0.3,36
2015,Ouray County,05000US08091,52.9,2.2,41
2016,Benton County,05000US29015,52.9,0.5,52
2015,Keya Paha County,05000US31103,52.8,4.4,42
2013,Montmorency County,05000US26119,52.8,0.3,36
2015,Custer County,05000US46033,52.8,0.6,42
2015,Nelson County,05000US38063,52.8,0.7,42
2015,Kimble County,05000US48267,52.8,1.5,42
2014,Kimble County,05000US48267,52.8,1.4,37
2016,Madison County,05000US30057,52.7,0.6,54
2013,Keweenaw County,05000US26083,52.7,0.8,37
2016,Wallowa County,05000US41063,52.7,0.8,54
2014,Griggs County,05000US38039,52.7,3,38
2015,Middlesex County,05000US51119,52.7,0.9,46
2013,Huerfano County,05000US08055,52.6,0.8,38
2013,Real County,05000US48385,52.6,4.6,38
2016,Logan County,05000US38047,52.6,1.3,56
2014,Golden Valley County,05000US30037,52.6,4.9,39
2016,Lemhi County,05000US16059,52.6,1.1,56
2014,Grant County,05000US38037,52.6,2.1,39
2016,McIntosh County,05000US38051,52.6,0.5,56
2015,Vilas County,05000US55125,52.6,0.2,47
2016,Nelson County,05000US38063,52.6,0.4,56
2016,Fall River County,05000US46047,52.6,0.6,56
2016,"Highlands County, FL",05000US12055,52.6,0.3,56
2014,Aitkin County,05000US27001,52.6,0.3,39
2016,Keya Paha County,05000US31103,52.5,4.8,62
2014,Divide County,05000US38023,52.5,1,42
2014,Keya Paha County,05000US31103,52.5,2.5,42
2014,Presque Isle County,05000US26141,52.5,0.2,42
2013,Ouray County,05000US08091,52.5,2.7,40
2014,Ouray County,05000US08091,52.5,2.8,42
2015,Potter County,05000US46107,52.5,1.3,48
2015,Benton County,05000US29015,52.5,0.3,48
2015,Fall River County,05000US46047,52.4,0.6,50
2015,Iron County,05000US55051,52.4,0.3,50
2015,Towns County,05000US13281,52.4,0.7,50
2016,Mineral County,05000US30061,52.4,0.5,63
2016,Sullivan County,05000US42113,52.4,0.8,63
2016,Grant County,05000US41023,52.4,1.2,63
2016,McCormick County,05000US45065,52.4,0.4,63
2016,Rock County,05000US31149,52.4,2.5,63
2015,Leelanau County,05000US26089,52.4,0.3,50
2016,McPherson County,05000US46089,52.3,2.1,68
2014,Wahkiakum County,05000US53069,52.3,2.5,46
2015,Decatur County,05000US20039,52.3,0.7,54
2013,McIntosh County,05000US38051,52.3,0.4,41
2013,Garfield County,05000US53023,52.3,4.3,41
2015,Garden County,05000US31069,52.3,2.1,54
2014,Nelson County,05000US38063,52.2,0.5,47
2016,Door County,05000US55029,52.2,0.3,69
2015,Wallowa County,05000US41063,52.2,0.6,56
2013,Decatur County,05000US20039,52.2,0.7,43
2016,Adams County,05000US55001,52.2,0.3,69
2016,Pacific County,05000US53049,52.2,0.5,69
2014,Edwards County,05000US48137,52.1,6.7,48
2015,McPherson County,05000US46089,52.1,1.8,57
2013,Iron County,05000US26071,52.1,0.3,44
2014,Benton County,05000US29015,52.1,0.5,48
2016,Custer County,05000US16037,52.1,3,72
2014,Towns County,05000US13281,52.1,0.8,48
2014,Jewell County,05000US20089,52.1,0.6,48
2016,Florence County,05000US55037,52.1,0.9,72
2015,Wahkiakum County,05000US53069,52.1,2.3,57
2014,Vilas County,05000US55125,52.1,0.2,48
2015,"Highlands County, FL",05000US12055,52.1,0.2,57
2016,Slope County,05000US38087,52.1,6.8,72
2014,Iron County,05000US55051,52.1,0.3,48
2016,Iosco County,05000US26069,52.1,0.3,72
2016,Stone County,05000US29209,52.1,0.4,72
2014,Hamilton County,05000US36041,52.1,0.5,48
2014,Huerfano County,05000US08055,52.1,0.6,48
2013,Benton County,05000US29015,52.1,0.5,44
2014,Potter County,05000US46107,52.1,2.3,48
2014,Custer County,05000US46033,52.1,0.5,48
2016,Decatur County,05000US20039,52.1,0.7,72
2013,Presque Isle County,05000US26141,52.1,0.3,44
2015,Jewell County,05000US20089,52.1,0.7,57
2015,Madison County,05000US30057,52.1,0.6,57
2014,McIntosh County,05000US38051,52.1,0.4,48
2014,Powder River County,05000US30075,52,3,59
2015,Iosco County,05000US26069,52,0.3,62
2015,Sheridan County,05000US38083,52,1.9,62
2015,Powder River County,05000US30075,52,2.1,62
2015,Boise County,05000US16015,52,0.8,62
2014,Fall River County,05000US46047,52,0.5,59
2016,Powder River County,05000US30075,52,2.3,78
2013,Aitkin County,05000US27001,52,0.3,47
2015,Rock County,05000US31149,52,2.4,62
2015,Custer County,05000US16037,52,3.2,62
2016,Judith Basin County,05000US30045,52,2.3,78
2013,Boyd County,05000US31015,51.9,2,48
2015,Prairie County,05000US30079,51.9,5.4,68
2013,Kimble County,05000US48267,51.9,1.7,48
2015,Kalawao County,05000US15005,51.9,8.7,68
2014,Wallowa County,05000US41063,51.9,0.5,61
2014,Kalawao County,05000US15005,51.9,10.2,61
2016,Sanders County,05000US30089,51.9,0.6,80
2014,"Highlands County, FL",05000US12055,51.9,0.3,61
2013,Treasure County,05000US30103,51.9,4.1,48
2015,McCormick County,05000US45065,51.9,0.4,68
2015,Hamilton County,05000US36041,51.9,0.8,68
2016,Griggs County,05000US38039,51.9,3.2,80
2016,"Yavapai County, AZ",05000US04025,51.9,0.2,80
2016,Jeff Davis County,05000US48243,51.9,7,80
2016,Baxter County,05000US05005,51.8,0.3,84
2013,Jewell County,05000US20089,51.8,0.7,51
2014,Union County,05000US13291,51.8,0.7,64
2016,Lake County,05000US26085,51.8,0.3,84
2016,Wells County,05000US38103,51.8,0.9,84
2013,Nelson County,05000US38063,51.8,0.5,51
2014,Decatur County,05000US20039,51.8,0.9,64
2015,Sullivan County,05000US42113,51.8,0.5,72
2016,"Barnstable County, MA",05000US25001,51.8,0.2,84
2016,Cook County,05000US27031,51.8,0.6,84
2015,Griggs County,05000US38039,51.8,3,72
2013,"Highlands County, FL",05000US12055,51.8,0.3,51
2015,Logan County,05000US38047,51.8,1.4,72
2015,Loup County,05000US31115,51.8,3.8,72
2013,Towns County,05000US13281,51.7,0.6,54
2016,Plumas County,05000US06063,51.7,0.4,89
2015,Divide County,05000US38023,51.7,1.5,76
2016,Adams County,05000US16003,51.7,0.6,89
2014,Iosco County,05000US26069,51.7,0.2,66
2015,Pacific County,05000US53049,51.7,0.4,76
2013,Union County,05000US13291,51.7,0.7,54
2016,Mackinac County,05000US26097,51.7,0.6,89
2015,Door County,05000US55029,51.7,0.4,76
2016,Oscoda County,05000US26135,51.6,0.3,92
2014,Leelanau County,05000US26089,51.6,0.3,67
2016,Burnett County,05000US55013,51.6,0.3,92
2013,Fall River County,05000US46047,51.6,0.7,56
2013,Ness County,05000US20135,51.6,2.2,56
2013,Hamilton County,05000US36041,51.6,0.6,56
2015,Mineral County,05000US30061,51.6,0.8,79
2015,Jones County,05000US46075,51.6,3.7,79
2015,Bandera County,05000US48019,51.5,1.1,81
2014,Mineral County,05000US30061,51.5,0.8,68
2015,Baxter County,05000US05005,51.5,0.3,81
2016,Marion County,05000US05089,51.5,0.6,94
2016,Mathews County,05000US51115,51.5,1.1,94
2015,Sanders County,05000US30089,51.5,0.6,81
2013,Iosco County,05000US26069,51.5,0.2,59
2013,Iron County,05000US55051,51.5,0.4,59
2015,Lake County,05000US26085,51.5,0.3,81
2014,Middlesex County,05000US51119,51.5,0.8,68
2013,Wallowa County,05000US41063,51.5,0.5,59
2016,Lincoln County,05000US30053,51.4,0.4,96
2015,Judith Basin County,05000US30045,51.4,2.4,85
2016,Hot Springs County,05000US56017,51.4,2.2,96
2013,Wells County,05000US38103,51.4,0.9,62
2015,Garfield County,05000US31071,51.4,2.8,85
2016,"Indian River County, FL",05000US12061,51.4,0.3,96
2013,Vilas County,05000US55125,51.4,0.2,62
2015,Adams County,05000US55001,51.4,0.3,85
2014,Sullivan County,05000US42113,51.4,0.5,70
2016,Boyd County,05000US31015,51.4,2.6,96
2014,Madison County,05000US30057,51.4,0.5,70
2015,Plumas County,05000US06063,51.3,0.5,88
2014,Treasure County,05000US30103,51.3,3.9,72
2015,"Barnstable County, MA",05000US25001,51.3,0.1,88
2016,Price County,05000US55099,51.3,0.3,100
2015,Oscoda County,05000US26135,51.3,0.3,88
2015,Cook County,05000US27031,51.3,0.6,88
2014,Adams County,05000US16003,51.3,0.5,72
2015,Stone County,05000US29209,51.3,0.2,88
2015,Adams County,05000US16003,51.3,0.5,88
2013,Sierra County,05000US06091,51.3,2.4,64
2016,Polk County,05000US37149,51.3,0.7,100
2016,Throckmorton County,05000US48447,51.3,4.4,100
2016,Sheridan County,05000US38083,51.3,1.8,100
2015,Marion County,05000US05089,51.3,0.7,88
2015,"Yavapai County, AZ",05000US04025,51.3,0.2,88
2016,Bandera County,05000US48019,51.3,0.9,100
2014,Garden County,05000US31069,51.3,2.6,72
2015,Wibaux County,05000US30109,51.2,4.3,96
2014,Cook County,05000US27031,51.2,0.4,75
2014,Boyd County,05000US31015,51.2,3.1,75
2016,Smith County,05000US20183,51.2,0.4,105
2015,Emmons County,05000US38029,51.2,1.6,96
2016,Prairie County,05000US30079,51.2,5.6,105
2016,Jackson County,05000US08057,51.2,3.2,105
2013,Leelanau County,05000US26089,51.2,0.3,65
2016,Bayfield County,05000US55007,51.2,0.2,105
2013,Emmons County,05000US38029,51.2,1.2,65
2016,Nye County,05000US32023,51.2,0.3,105
2014,Wells County,05000US38103,51.2,0.9,75
2014,Pacific County,05000US53049,51.2,0.5,75
2015,Lemhi County,05000US16059,51.2,0.6,96
2014,Emmons County,05000US38029,51.2,1.2,75
2016,Calaveras County,05000US06009,51.2,0.4,105
2015,McCone County,05000US30055,51.2,2.7,96
2016,Jewell County,05000US20089,51.2,0.9,105
2016,"Martin County, FL",05000US12085,51.1,0.2,112
2013,Custer County,05000US46033,51.1,1,67
2015,Florence County,05000US55037,51.1,0.7,100
2014,Jones County,05000US46075,51.1,3.1,80
2014,Baxter County,05000US05005,51.1,0.3,80
2015,Grant County,05000US41023,51.1,0.7,100
2016,Emmons County,05000US38029,51.1,1.5,112
2013,Hooker County,05000US31091,51.1,9.3,67
2013,Grant County,05000US38037,51.1,1.7,67
2015,Mathews County,05000US51115,51.1,1,100
2015,Wells County,05000US38103,51,0.8,103
2016,Ozark County,05000US29153,51,0.7,114
2016,Loup County,05000US31115,51,3,114
2014,Campbell County,05000US46021,51,2.4,82
2016,Wibaux County,05000US30109,51,4,114
2014,Logan County,05000US38047,51,1.7,82
2013,Mineral County,05000US30061,51,0.4,70
2013,Potter County,05000US46107,51,2,70
2014,Lake County,05000US26085,51,0.2,82
2013,Campbell County,05000US46021,51,2.8,70
2016,Carter County,05000US30011,51,3.3,114
2013,Middlesex County,05000US51119,51,0.8,70
2013,Adams County,05000US16003,51,0.3,70
2014,McCormick County,05000US45065,51,0.4,82
2016,Garfield County,05000US31071,51,2.5,114
2014,Cavalier County,05000US38019,50.9,0.8,86
2016,Republic County,05000US20157,50.9,0.3,119
2015,Burnett County,05000US55013,50.9,0.2,104
2016,"Brunswick County, NC",05000US37019,50.9,0.2,119
2016,Lincoln County,05000US35027,50.9,0.3,119
2014,Sanders County,05000US30089,50.9,0.5,86
2014,Republic County,05000US20157,50.9,0.4,86
2013,Baxter County,05000US05005,50.9,0.3,75
2016,Carroll County,05000US33003,50.9,0.3,119
2014,Stone County,05000US29209,50.9,0.3,86
2014,Marion County,05000US05089,50.9,0.4,86
2015,Polk County,05000US37149,50.9,0.5,104
2015,Mackinac County,05000US26097,50.9,0.4,104
2016,Grant County,05000US31075,50.9,2.1,119
2015,Rawlins County,05000US20153,50.9,0.6,104
2015,Republic County,05000US20157,50.9,0.3,104
2013,Pacific County,05000US53049,50.9,0.4,75
2015,Nye County,05000US32023,50.8,0.4,109
2015,Cavalier County,05000US38019,50.8,0.7,109
2015,Bayfield County,05000US55007,50.8,0.2,109
2014,McCone County,05000US30055,50.8,3,91
2014,Oscoda County,05000US26135,50.8,0.3,91
2014,"Yavapai County, AZ",05000US04025,50.8,0.1,91
2015,Carter County,05000US30011,50.8,3.5,109
2014,Grant County,05000US41023,50.8,0.4,91
2013,Marion County,05000US05089,50.8,0.3,77
2015,Jackson County,05000US08057,50.8,4,109
2014,Rawlins County,05000US20153,50.8,0.4,91
2016,Elk County,05000US20049,50.8,0.5,124
2016,Lake of the Woods County,05000US27077,50.8,0.7,124
2016,Clay County,05000US37043,50.8,0.7,124
2015,Lincoln County,05000US30053,50.8,0.3,109
2013,Carter County,05000US30011,50.8,3.3,77
2013,Rawlins County,05000US20153,50.8,0.5,77
2014,Door County,05000US55029,50.8,0.2,91
2015,Boyd County,05000US31015,50.8,2.2,109
2014,"Barnstable County, MA",05000US25001,50.8,0.2,91
2013,Cavalier County,05000US38019,50.8,0.8,77
2015,Ozark County,05000US29153,50.7,0.5,116
2016,Aransas County,05000US48007,50.7,1.1,127
2016,Lincoln County,05000US41041,50.7,0.2,127
2014,Ness County,05000US20135,50.7,1.9,98
2015,"Martin County, FL",05000US12085,50.7,0.2,116
2013,Lake County,05000US26085,50.7,0.4,81
2015,Calaveras County,05000US06009,50.7,0.3,116
2015,"Indian River County, FL",05000US12061,50.7,0.2,116
2013,Republic County,05000US20157,50.7,0.3,81
2014,Mathews County,05000US51115,50.7,0.7,98
2014,Cottle County,05000US48101,50.7,4.9,98
2015,Smith County,05000US20183,50.7,0.4,116
2014,Lemhi County,05000US16059,50.6,0.4,101
2016,Trinity County,05000US06105,50.6,0.4,129
2013,Mathews County,05000US51115,50.6,0.5,83
2014,Costilla County,05000US08023,50.6,2.3,101
2014,Boise County,05000US16015,50.6,0.4,101
2015,Mariposa County,05000US06043,50.6,0.4,121
2015,Gillespie County,05000US48171,50.6,0.8,121
2014,Rock County,05000US31149,50.6,2.3,101
2016,Pope County,05000US17151,50.6,2,129
2014,Plumas County,05000US06063,50.6,0.5,101
2016,Sabine County,05000US48403,50.6,0.3,129
2016,Mariposa County,05000US06043,50.6,0.4,129
2014,Burnett County,05000US55013,50.5,0.2,106
2013,Sullivan County,05000US42113,50.5,0.2,84
2015,Mason County,05000US48319,50.5,4.5,123
2014,"Martin County, FL",05000US12085,50.5,0.2,106
2013,Sanders County,05000US30089,50.5,0.3,84
2014,Adams County,05000US55001,50.5,0.2,106
2016,Costilla County,05000US08023,50.5,1.3,133
2013,Madison County,05000US30057,50.5,0.4,84
2015,Price County,05000US55099,50.5,0.2,123
2014,Garfield County,05000US31071,50.5,1.7,106
2013,Grant County,05000US41023,50.5,0.4,84
2013,Garfield County,05000US31071,50.5,1.3,84
2015,Clay County,05000US37043,50.5,0.5,123
2014,Polk County,05000US37149,50.5,0.4,106
2013,McCormick County,05000US45065,50.4,0.3,89
2016,Trego County,05000US20195,50.4,1.2,134
2016,Transylvania County,05000US37175,50.4,0.3,134
2016,Cherokee County,05000US37039,50.4,0.2,134
2016,Cameron County,05000US42023,50.4,0.4,134
2014,Clay County,05000US37043,50.4,0.5,111
2014,Smith County,05000US20183,50.4,0.3,111
2014,McPherson County,05000US46089,50.4,1.3,111
2015,Sabine County,05000US48403,50.4,0.3,126
2016,Schoolcraft County,05000US26153,50.4,0.3,134
2013,Smith County,05000US20183,50.4,0.5,89
2013,Stone County,05000US29209,50.4,0.2,89
2015,Slope County,05000US38087,50.4,4,126
2015,Wrangell City and Borough,05000US02275,50.4,2.6,126
2015,Banner County,05000US31007,50.4,2.3,126
2014,Garfield County,05000US53023,50.4,6.2,111
2015,Elk County,05000US20049,50.4,0.4,126
2016,Lake County,05000US27075,50.4,0.4,134
2015,Lincoln County,05000US35027,50.4,0.3,126
2015,Lincoln County,05000US41041,50.4,0.3,126
2014,Lincoln County,05000US30053,50.4,0.3,111
2013,Oscoda County,05000US26135,50.4,0.4,89
2016,Petroleum County,05000US30069,50.4,6.4,134
2013,"Barnstable County, MA",05000US25001,50.4,0.1,89
2016,Pamlico County,05000US37137,50.4,0.3,134
2013,Wahkiakum County,05000US53069,50.3,3.1,94
2016,Graham County,05000US20065,50.3,0.9,142
2016,Amador County,05000US06005,50.3,0.2,142
2016,Fannin County,05000US13111,50.3,0.2,142
2015,Daniels County,05000US30019,50.3,3.1,133
2016,Clallam County,05000US53009,50.3,0.3,142
2015,Carroll County,05000US33003,50.3,0.2,133
2015,Lake of the Woods County,05000US27077,50.3,0.7,133
2014,Nye County,05000US32023,50.3,0.3,116
2014,Calaveras County,05000US06009,50.3,0.2,116
2013,Sabine County,05000US48403,50.3,0.4,94
2013,Daniels County,05000US30019,50.3,2.2,94
2016,Divide County,05000US38023,50.3,2.8,142
2014,Bayfield County,05000US55007,50.3,0.1,116
2014,Daniels County,05000US30019,50.3,1.9,116
2016,Rawlins County,05000US20153,50.3,0.4,142
2014,Judith Basin County,05000US30045,50.3,2,116
2014,Mackinac County,05000US26097,50.3,0.3,116
2013,Lemhi County,05000US16059,50.3,0.2,94
2016,Cavalier County,05000US38019,50.3,0.6,142
2016,Clearwater County,05000US16035,50.3,0.2,142
2015,Trinity County,05000US06105,50.3,0.3,133
2016,Oneida County,05000US55085,50.3,0.2,142
2013,Adams County,05000US38001,50.2,1.9,98
2014,Adams County,05000US38001,50.2,2.3,122
2013,Mason County,05000US48319,50.2,3.4,98
2015,Fannin County,05000US13111,50.2,0.4,137
2014,"Indian River County, FL",05000US12061,50.2,0.1,122
2015,Steele County,05000US38091,50.2,2.9,137
2015,Clearwater County,05000US16035,50.2,0.3,137
2013,Door County,05000US55029,50.2,0.2,98
2013,Cottle County,05000US48101,50.2,4.7,98
2014,Mariposa County,05000US06043,50.2,0.3,122
2014,Lincoln County,05000US35027,50.2,0.2,122
2014,Sabine County,05000US48403,50.2,0.2,122
2016,McCone County,05000US30055,50.2,3,151
2014,Gillespie County,05000US48171,50.2,0.5,122
2015,Lake County,05000US27075,50.2,0.3,137
2013,Cook County,05000US27031,50.2,0.3,98
2015,Noble County,05000US39121,50.2,0.1,137
2016,Franklin County,05000US31061,50.2,0.4,151
2016,Garden County,05000US31069,50.2,2.4,151
2014,Clearwater County,05000US16035,50.1,0.2,128
2014,Lincoln County,05000US41041,50.1,0.2,128
2015,Clallam County,05000US53009,50.1,0.2,142
2013,McPherson County,05000US46089,50.1,1.8,103
2014,Bandera County,05000US48019,50.1,0.4,128
2013,"Yavapai County, AZ",05000US04025,50.1,0.1,103
2014,Mason County,05000US48319,50.1,4.2,128
2013,Mariposa County,05000US06043,50.1,0.6,103
2015,Cottle County,05000US48101,50.1,5.3,142
2016,Flagler County,05000US12035,50.1,0.2,154
2013,"Martin County, FL",05000US12085,50.1,0.1,103
2016,Gillespie County,05000US48171,50.1,0.5,154
2016,Cumberland County,05000US47035,50.1,0.2,154
2013,Polk County,05000US37149,50.1,0.4,103
2013,Clay County,05000US37043,50.1,0.7,103
2015,Transylvania County,05000US37175,50.1,0.3,142
2014,Ozark County,05000US29153,50.1,0.5,128
2016,Sherman County,05000US41055,50.1,1.8,154
2013,Mineral County,05000US32021,50.1,2.6,103
2013,Powder River County,05000US30075,50.1,3.8,103
2013,Judith Basin County,05000US30045,50.1,3.3,103
2016,Lincoln County,05000US23015,50.1,0.1,154
2016,Douglas County,05000US32005,50.1,0.2,154
2016,Camden County,05000US29029,50.1,0.2,154
2016,Antrim County,05000US26009,50,0.2,161
2014,Trinity County,05000US06105,50,0.2,133
2014,Slope County,05000US38087,50,4.1,133
2013,Adams County,05000US55001,50,0.2,112
2013,Calaveras County,05000US06009,50,0.2,112
2015,Cherokee County,05000US37039,50,0.3,145
2013,Gillespie County,05000US48171,50,0.4,112
2016,Wheeler County,05000US31183,50,2.8,161
2015,Amador County,05000US06005,50,0.2,145
2016,Piscataquis County,05000US23021,50,0.3,161
